200 
 0 94 95 23 47 54 
 10 78 59 78 29 24 
 86 43 43 60 67 93 
 76 91 16 36 23 50 
 92 68 43 60 9 18 
 49 93 46 71 15 60 
 28 53 49 100 14 40 
 60 82 79 67 50 10 
 26 7 71 34 1 4 
 86 44 66 4 45 85 
 90 90 50 35 15 61 
 99 97 63 62 80 58 
 32 90 25 42 59 4 
 77 38 79 56 83 7 
 80 60 71 55 72 37 
 28 89 64 34 17 26 
 81 69 78 77 2 84 
 29 82 60 81 18 15 
 84 98 55 29 17 16 
 44 65 95 57 87 99 
 23 41 39 45 34 93 
 9 87 54 43 89 63 
 81 24 83 73 78 10 
 43 33 100 87 71 39 
 68 9 99 82 74 46 
 97 63 67 39 36 45 
 84 2 44 10 78 80 
 81 42 19 81 88 5 
 99 26 12 49 34 7 
 75 98 91 7 99 56 
 29 75 29 6 85 1 
 88 4 85 98 100 61 
 30 24 11 22 21 50 
 49 24 94 0 74 19 
 47 42 98 92 74 6 
 81 26 7 6 56 88 
 68 60 93 42 70 60 
 93 11 15 75 22 65 
 46 33 75 24 32 46 
 85 30 79 8 90 71 
 36 36 68 30 94 73 
 36 28 57 28 42 25 
 70 72 45 69 86 63 
 2 40 61 28 53 95 
 60 60 49 45 51 67 
 91 71 86 32 16 29 
 41 20 32 33 100 85 
 17 62 82 20 67 98 
 68 4 49 34 43 80 
 12 49 16 28 20 97 
 12 61 66 15 10 12 
 22 82 37 32 96 38 
 62 78 36 7 12 7 
 65 19 77 50 79 78 
 86 84 95 69 44 81 
 83 68 21 54 66 25 
 54 62 20 92 83 14 
 60 74 63 25 54 65 
 74 59 32 53 88 26 
 42 49 94 58 26 36 
 46 25 59 83 48 31 
 25 17 23 44 75 11 
 88 97 43 73 87 17 
 59 87 92 20 45 14 
 36 28 22 72 80 42 
 16 28 83 37 3 17 
 71 100 63 6 95 74 
 0 79 89 90 38 68 
 29 46 58 74 16 72 
 70 98 60 64 15 13 
 24 37 19 68 97 61 
 19 76 64 6 91 77 
 90 81 3 47 1 100 
 17 53 84 57 54 25 
 58 50 59 36 68 35 
 65 74 53 40 9 91 
 6 37 80 6 27 90 
 73 65 51 68 15 9 
 56 75 40 79 55 47 
 79 100 47 85 43 56 
 58 87 72 29 27 19 
 6 88 75 10 80 13 
 19 13 77 40 58 96 
 49 7 2 19 46 93 
 58 71 51 19 62 2 
 63 21 62 36 38 52 
 30 94 24 13 29 27 
 83 95 2 70 64 19 
 5 21 4 43 58 71 
 21 49 32 69 82 60 
 54 61 2 1 37 78 
 64 72 17 22 21 24 
 18 20 52 11 14 86 
 43 26 9 83 81 78 
 15 4 98 14 36 66 
 84 61 44 56 92 76 
 61 98 47 82 16 94 
 4 92 13 4 45 78 
 61 23 70 96 8 9 
 74 31 36 26 56 62 
 23 19 79 0 51 71 
 63 21 25 16 12 34 
 32 63 80 30 26 33 
 24 97 6 83 17 75 
 24 77 46 74 63 6 
 76 82 58 78 20 76 
 81 75 24 95 64 3 
 87 76 72 23 54 25 
 17 99 83 25 12 39 
 22 37 54 78 21 13 
 57 70 76 70 86 38 
 66 50 52 57 67 100 
 98 15 91 8 26 16 
 57 37 33 85 26 77 
 66 44 9 61 75 91 
 90 75 93 78 60 94 
 100 14 12 87 11 79 
 90 13 35 84 42 49 
 57 61 74 94 89 19 
 48 58 28 50 24 2 
 81 13 96 32 97 93 
 11 12 51 53 25 98 
 26 87 88 67 58 75 
 7 25 54 63 86 82 
 71 64 88 86 76 97 
 9 75 41 80 28 67 
 19 61 9 39 60 34 
 20 5 90 10 52 58 
 20 90 98 72 24 12 
 71 49 38 15 34 86 
 14 7 6 53 92 58 
 24 69 27 15 31 53 
 24 70 57 39 14 65 
 72 38 47 47 89 51 
 0 45 63 75 37 99 
 80 5 1 21 4 20 
 94 64 88 51 70 46 
 49 66 40 14 69 51 
 90 7 10 44 39 33 
 50 32 22 30 63 46 
 73 32 27 59 2 20 
 97 27 55 73 30 77 
 20 86 90 85 89 92 
 24 38 44 48 35 34 
 56 5 49 14 82 44 
 94 64 45 97 93 2 
 79 12 92 83 23 8 
 9 16 54 66 52 58 
 35 99 65 60 70 58 
 64 31 47 7 30 98 
 49 28 94 29 28 90 
 6 1 15 42 23 63 
 62 58 87 95 84 13 
 39 9 6 90 59 82 
 83 18 47 81 82 40 
 46 59 15 94 35 89 
 4 31 77 18 54 27 
 60 88 44 36 6 38 
 80 25 92 8 41 46 
 61 65 55 82 70 80 
 38 26 33 70 31 27 
 23 39 65 58 1 12 
 99 58 6 27 51 73 
 97 67 74 73 83 75 
 85 67 8 66 20 77 
 53 69 2 9 13 2 
 7 82 1 19 54 42 
 90 71 45 0 13 35 
 58 40 12 96 96 96 
 76 25 73 100 55 99 
 22 72 97 76 22 40 
 68 99 50 39 70 56 
 90 20 11 88 43 18 
 60 45 11 55 15 76 
 3 56 20 69 31 51 
 72 16 51 12 41 19 
 9 39 53 18 50 23 
 47 54 56 89 74 44 
 60 70 26 94 11 7 
 90 1 33 17 92 4 
 54 33 33 11 47 53 
 93 62 60 13 84 76 
 76 6 50 12 84 67 
 82 24 94 57 41 9 
 88 44 76 51 26 35 
 13 51 8 54 7 42 
 22 100 37 94 50 5 
 31 85 86 16 3 63 
 32 14 84 69 26 9 
