40 7 16 92 36 94 
 15 28 75 43 95 60 
 10 77 33 36 32 20 
 76 48 73 61 62 96 
 41 50 36 37 86 76 
 20 55 46 41 65 42 
 68 81 65 10 49 64 
 39 32 93 94 68 42 
 44 59 96 76 64 65 
 78 88 40 73 88 35 
 79 91 66 48 69 42 
 22 89 84 57 67 25 
 84 7 98 95 14 30 
 4 14 40 69 20 95 
 21 73 96 19 68 79 
 6 50 84 15 65 10 
 32 69 82 18 
 22 41 15 17 78 20 
 57 69 72 30 13 67 
 67 61 1 33 79 33 
 46 49 95 19 90 91 
 50 75 77 22 3 89 
 59 100 15 9 74 64 
 74 59 26 58 63 2 
 41 50 18 59 14 4 
 72 52 28 72 39 56 
 57 56 21 55 32 2 
 99 79 90 90 96 1 
 79 78 63 93 33 51 
 80 8 5 45 31 94 
 59 4 29 97 15 19 
 63 61 49 26 38 100 
 34 98 83 26 35 27 
 93 12 40 
