100 
 0 84 90 54 25 56 
 83 25 4 86 34 96 
 67 45 52 4 54 67 
 56 64 2 48 37 100 
 63 3 62 91 28 76 
 94 97 3 57 23 1 
 9 96 89 24 51 68 
 82 44 35 75 92 85 
 69 42 19 8 28 2 
 93 63 25 15 31 31 
 72 10 65 28 52 19 
 73 91 1 73 62 18 
 37 26 15 87 2 99 
 56 18 64 82 52 9 
 71 8 6 16 72 28 
 46 91 4 96 76 60 
 72 9 100 58 84 0 
 17 89 73 91 86 72 
 82 53 14 82 40 67 
 31 49 73 61 89 66 
 79 77 42 27 62 7 
 62 47 5 42 24 11 
 77 56 54 45 53 96 
 52 65 45 91 5 85 
 5 68 98 51 6 82 
 22 76 70 40 8 47 
 46 40 70 74 91 96 
 2 58 81 65 95 39 
 92 62 26 11 74 71 
 90 69 68 30 26 43 
 86 10 96 33 2 66 
 77 65 70 72 39 84 
 31 16 35 27 3 84 
 9 63 90 17 0 42 
 89 32 64 47 86 71 
 87 5 31 10 27 56 
 5 19 29 52 91 92 
 8 20 5 60 81 82 
 68 85 45 42 33 46 
 10 10 46 30 23 53 
 51 33 94 55 24 82 
 53 71 51 85 54 61 
 23 28 50 89 66 11 
 66 60 88 50 84 5 
 57 42 65 65 77 13 
 34 91 1 45 37 12 
 31 4 17 93 51 73 
 93 27 39 97 10 79 
 1 54 36 41 87 61 
 63 10 21 18 15 37 
 54 89 42 0 97 10 
 91 67 94 61 64 32 
 48 77 60 94 32 45 
 30 7 91 42 56 1 
 79 35 87 60 46 85 
 49 84 11 79 40 11 
 93 81 35 98 12 20 
 18 30 43 34 73 56 
 40 48 44 18 1 45 
 1 78 92 84 9 12 
 17 22 54 63 38 14 
 19 34 23 24 53 10 
 55 45 38 80 53 41 
 91 70 48 13 13 37 
 64 17 7 41 53 17 
 92 49 26 7 39 93 
 30 95 27 14 25 73 
 89 97 0 17 70 79 
 38 47 42 61 15 91 
 2 100 35 45 57 9 
 100 46 8 80 28 95 
 32 21 86 70 9 10 
 28 42 82 36 14 78 
 83 94 28 35 3 22 
 28 39 52 28 62 47 
 79 4 1 86 1 75 
 90 77 14 78 95 17 
 32 21 33 48 16 15 
 61 80 64 26 34 86 
 5 51 72 51 63 53 
 70 87 63 64 96 93 
 10 93 86 75 31 42 
 8 7 13 73 81 44 
 25 29 56 91 32 10 
 17 0 39 69 47 50 
 19 89 6 75 57 54 
 39 99 86 25 79 55 
 98 50 89 84 84 92 
 34 88 16 54 25 12 
 56 49 18 42 90 63 
 100 87 55 56 52 19 
 56 47 21 37 49 38 
 80 36 80 10 23 41 
 62 48 61 91 69 42 
 76 34 50 3 92 13 
 18 52 25 6 26 19 
 71 4 98 100 81 84 
 6 29 3 66 76 100 
 31 6 5 88 33 19 
 78 26 4 79 66 67 
 83 86 64 91 70 39 
 0 26 98 86 98 61 
 22 23 34 78 48 73 
 55 28 5 14 19 70 
 1 77 16 69 70 12 
 78 55 39 12 36 87 
 35 13 27 84 50 15 
 34 79 98 47 77 70 
 66 30 25 6 12 37 
 55 88 90 35 29 24 
 67 87 6 18 15 100 
 70 35 38 13 87 15 
 21 86 65 83 42 9 
 48 28 70 78 98 90 
 63 53 3 47 84 61 
 79 20 79 46 82 95 
 6 31 1 90 25 72 
 47 67 79 69 26 0 
 70 96 75 52 56 40 
 69 16 12 28 67 20 
 70 84 30 93 63 44 
 51 22 28 24 81 14 
 37 13 36 45 71 51 
 73 33 58 100 42 12 
 100 76 96 52 9 33 
 77 96 69 75 51 60 
 65 5 10 73 64 55 
 19 99 17 22 24 12 
 62 67 1 75 79 76 
 58 96 93 55 65 99 
 83 63 42 91 72 39 
 64 71 67 41 13 44 
 31 42 49 100 42 17 
 19 22 4 82 86 94 
 38 47 98 70 0 32 
 46 73 65 55 80 17 
 91 74 94 71 1 32 
 66 49 26 77 22 41 
 40 15 62 13 62 65 
 34 2 79 82 49 20 
 88 28 14 47 83 55 
 81 34 67 77 72 77 
 36 98 99 5 3 81 
 27 27 18 2 92 87 
 41 100 38 78 29 53 
 81 45 6 94 56 56 
 47 95 54 46 79 32 
 25 21 15 73 29 41 
 12 77 22 40 86 68 
 62 33 77 65 22 49 
 86 53 71 61 47 50 
 86 96 32 0 82 21 
 85 36 55 73 15 2 
 5 39 87 12 66 69 
 51 12 87 92 33 8 
 25 54 28 69 63 99 
 13 71 51 87 11 60 
 99 95 40 55 2 2 
 96 60 45 96 75 13 
 51 13 6 28 31 41 
 94 81 99 100 30 75 
 1 28 95 42 30 89 
 92 27 80 33 38 86 
 96 17 61 78 84 24 
 22 51 42 86 6 24 
 63 51 9 55 76 99 
 72 90 85 36 34 14 
 87 64 42 19 98 75 
 46 82 0 68 10 64 
 93 10 39 56 40 77 
 38 69 51 35 73 75 
 26 44 52 32 6 24 
 23 32 99 81 47 82 
 30 54 19 38 50 1 
 62 86 14 69 55 96 
 67 66 37 40 31 97 
 37 8 52 64 62 97 
 89 96 21 23 11 23 
 98 26 73 38 39 13 
 44 72 3 15 69 33 
 8 99 12 24 36 12 
 85 90 32 5 100 14 
 48 99 49 15 87 54 
 57 60 96 82 5 32 
 61 89 61 52 73 21 
 68 0 67 4 100 46 
 98 1 38 69 63 56 
 67 26 2 2 21 79 
 4 72 35 15 92 21 
 14 38 2 82 94 34 
 59 78 57 23 40 94 
 83 58 17 25 1 89 
 94 95 17 31 12 74 
 84 66 38 90 1 30 
 23 49 86 87 35 76 
 31 66 50 81 75 53 
 20 60 91 14 87 44 
 47 39 69 4 24 89 
 86 21 42 34 53 22 
 98 57 4 14 53 23 
 67 40 31 48 15 6 
 22 56 65 85 10 67 
 0 81 96 64 82 43 
 87 25 3 35 49 89 
 12 73 50 38 34 82 
 41 89 1 43 80 79 
 37 86 8 42 73 85 
 75 100 16 96 40 92 
 13 94 49 65 31 33 
 94 38 11 10 71 82 
 100 50 44 11 30 76 
 25 29 40 97 72 42 
 16 87 26 60 45 58 
 90 13 50 30 60 1 
 9 85 11 96 29 7 
 67 34 72 12 40 85 
 94 46 64 71 45 67 
 10 77 91 75 23 40 
 55 36 64 4 81 0 
 18 69 23 5 85 4 
 97 11 1 67 15 20 
 43 50 43 86 15 83 
 100 21 44 42 35 96 
 93 29 38 4 74 90 
 37 31 55 4 54 35 
 35 2 51 78 82 43 
 66 4 100 25 58 20 
 38 43 48 64 91 68 
 5 18 17 82 32 57 
 8 14 22 82 44 28 
 42 34 85 18 84 34 
 96 31 78 54 91 99 
 97 50 75 99 24 74 
 67 8 52 31 27 60 
 2 57 34 69 80 55 
 93 100 96 18 0 40 
 95 7 76 99 30 94 
 97 30 45 88 89 50 
 99 8 62 28 99 61 
 95 73 53 44 85 89 
 69 34 12 81 98 28 
 58 41 69 34 38 3 
 6 91 90 4 87 98 
 54 23 25 40 15 50 
 38 3 22 55 83 46 
 72 97 17 33 60 59 
 80 87 83 40 32 81 
 14 91 66 16 15 24 
 20 97 16 92 3 76 
 29 49 64 59 22 12 
 4 49 56 94 100 54 
 78 16 17 73 10 46 
 64 69 40 0 22 44 
 16 15 83 95 45 79 
 58 19 24 5 18 38 
 76 93 85 44 68 5 
 7 14 87 71 22 69 
 31 62 38 73 25 19 
 45 43 50 76 99 58 
 92 49 71 57 91 38 
 12 6 15 26 37 12 
 14 94 54 90 2 61 
 67 32 16 56 66 2 
 84 34 25 10 74 45 
 47 66 45 60 51 95 
 68 76 44 93 44 89 
 93 15 91 74 54 73 
 5 32 35 39 48 12 
 91 15 39 98 82 23 
 95 22 0 17 75 17 
 44 21 38 53 36 2 
 10 73 99 30 69 64 
 22 56 73 73 89 29 
 84 8 89 91 20 99 
 68 20 8 11 62 96 
 26 12 90 62 20 84 
 39 46 69 90 39 26 
 4 65 40 98 43 65 
 95 33 36 39 82 76 
 14 38 30 82 3 54 
 8 39 14 85 49 67 
 67 20 39 47 64 52 
 68 77 60 95 67 98 
 48 32 67 61 19 45 
 45 99 73 28 74 2 
 56 1 43 5 7 44 
 17 0 24 88 23 58 
 95 71 14 40 29 41 
 76 75 99 43 14 61 
 60 8 31 46 40 97 
 86 99 78 40 38 44 
 8 22 72 8 3 14 
 73 36 2 94 66 5 
 3 55 58 99 55 48 
 14 81 42 55 22 19 
 86 39 38 94 52 73 
 3 74 98 86 5 47 
 47 29 78 15 11 8 
 27 57 73 78 41 25 
 29 44 11 14 3 74 
 56 89 29 30 57 86 
 55 67 94 5 40 38 
 87 85 76 16 75 24 
 0 9 65 50 61 31 
 21 52 30 74 18 10 
 53 48 26 52 50 86 
 10 65 27 63 41 47 
 61 77 21 11 66 10 
 46 31 30 21 86 44 
 96 85 85 27 59 34 
 83 50 32 12 45 2 
 87 6 6 41 7 49 
 24 14 55 77 29 24 
 96 26 88 1 81 47 
 52 11 29 31 15 11 
 9 23 44 57 79 18 
 23 63 49 5 64 66 
 52 7 9 25 28 20 
 71 39 77 69 25 4 
 99 15 17 88 9 0 
 61 49 54 70 93 49 
 4 11 62 25 66 84 
 70 71 87 33 9 29 
 86 7 59 19 24 40 
 51 6 96 93 4 85 
 42 11 4 37 21 19 
 61 13 50 8 5 7 
 49 18 47 85 100 87 
 70 12 43 62 89 55 
 43 46 26 7 34 77 
 52 5 69 11 37 84 
 6 1 58 48 33 58 
 16 94 71 71 94 70 
 71 74 2 79 91 91 
 100 79 5 70 1 87 
 38 63 3 97 30 83 
 44 23 65 61 0 25 
 7 23 54 99 4 5 
 58 62 3 88 18 53 
 40 28 49 34 4 55 
 28 41 84 88 8 23 
 49 1 95 7 39 49 
 22 32 96 96 52 3 
 36 44 55 22 71 4 
 72 15 96 17 33 40 
 47 62 21 83 32 50 
 67 27 65 56 52 7 
 86 78 14 22 95 77 
 31 40 6 91 73 44 
 24 70 7 69 61 28 
 48 77 92 42 46 55 
 14 84 32 12 69 56 
 35 11 94 95 21 58 
 50 49 25 0 25 72 
 95 65 14 84 90 47 
 1 1 73 99 14 34 
 92 99 95 99 54 30 
 78 67 53 76 11 37 
 9 25 98 66 7 51 
 52 19 67 50 46 64 
 39 7 37 89 36 42 
 62 51 23 52 68 37 
 58 64 89 66 1 23 
 23 81 6 52 31 80 
 91 73 95 41 15 53 
 67 64 44 52 61 8 
 53 43 86 42 37 42 
 8 56 8 98 19 30 
 66 66 51 67 49 1 
 97 45 38 95 61 54 
 7 25 0 28 71 98 
 84 27 36 68 39 58 
 54 26 27 31 82 1 
 7 56 78 98 73 24 
 52 38 48 56 5 18 
 45 55 4 85 15 40 
 89 6 57 14 50 29 
 11 15 88 95 1 33 
 94 12 64 27 47 63 
 17 16 75 28 1 10 
 81 12 61 9 79 67 
 98 78 35 75 49 6 
 56 98 28 51 41 62 
 99 97 100 27 20 1 
 80 50 70 93 49 69 
 35 26 89 67 30 79 
 53 71 31 70 23 72 
 28 0 13 78 91 14 
 57 52 52 46 96 14 
 31 23 95 8 88 18 
 65 52 41 44 34 45 
 20 27 53 5 59 24 
 25 23 87 40 9 21 
 50 11 83 85 25 3 
 35 85 67 100 58 29 
 30 15 7 67 16 24 
 10 18 6 33 83 95 
 94 82 51 30 7 16 
 1 73 22 98 95 43 
 57 12 61 38 60 27 
 63 62 5 79 28 89 
 1 63 26 51 73 2 
 12 15 45 58 36 14 
 21 93 54 95 71 13 
 0 79 56 62 73 97 
 49 18 90 82 53 13 
 15 39 19 46 53 24 
 96 70 12 55 77 14 
 39 62 66 39 30 88 
 79 84 77 62 34 33 
 94 75 44 63 98 66 
 70 18 98 59 37 47 
 53 48 92 60 49 84 
 83 52 80 49 53 37 
 50 77 24 32 6 8 
 62 61 17 25 8 88 
 87 77 47 73 3 7 
 60 35 95 84 77 44 
 77 12 75 2 73 20 
 88 19 2 40 52 49 
 99 65 98 78 79 0 
 43 27 21 53 78 23 
 49 31 84 45 52 85 
 54 18 62 85 99 38 
 99 23 55 17 2 38 
 17 81 6 53 81 25 
 23 98 43 75 51 44 
 13 46 58 11 6 46 
 54 84 77 27 11 91 
 39 25 37 94 49 84 
 74 28 99 21 13 40 
 90 16 95 87 28 82 
 16 17 24 11 69 100 
 41 39 62 62 81 87 
 32 84 16 51 22 87 
 26 21 50 43 89 24 
 10 29 30 4 4 14 
 84 91 56 43 0 68 
 41 51 33 77 36 65 
 40 84 7 97 1 58 
 65 7 72 12 52 6 
 55 21 6 59 74 14 
 95 63 8 91 69 46 
 24 82 70 60 87 97 
 71 8 32 92 42 93 
 57 92 56 16 8 97 
 14 7 43 16 93 35 
 22 54 21 67 26 93 
 59 17 47 94 9 74 
 39 67 18 31 97 24 
 91 47 82 60 21 92 
 69 22 41 92 44 79 
 38 50 50 5 73 41 
 74 11 5 84 27 14 
 62 27 68 0 6 15 
 39 75 81 37 49 70 
 75 54 78 56 57 88 
 47 53 60 55 50 3 
 87 81 2 12 15 47 
 36 42 74 35 79 53 
 23 27 30 64 90 14 
 61 43 3 94 53 77 
 78 82 13 38 99 32 
 59 7 39 99 30 52 
 68 18 20 38 6 52 
 66 60 43 74 9 77 
 6 28 58 38 28 5 
 68 46 86 34 70 28 
 40 33 52 4 34 43 
 99 18 99 76 18 62 
 58 90 36 57 73 21 
 41 6 0 88 58 62 
 71 11 19 36 45 48 
 88 33 54 74 68 18 
 41 71 9 32 27 52 
 50 95 35 34 88 53 
 90 23 92 1 85 45 
 59 92 95 80 34 74 
 21 36 96 47 48 21 
 20 100 13 46 27 8 
 44 24 30 50 80 89 
 85 36 38 8 54 98 
 25 7 98 29 59 82 
 96 34 76 42 85 85 
 70 88 12 24 15 8 
 32 72 82 86 8 38 
 30 75 10 25 62 47 
 68 52 97 53 51 15 
 88 0 18 17 13 73 
 56 84 19 57 14 40 
 63 82 81 4 30 60 
 3 21 65 28 18 98 
 97 3 7 31 58 55 
 38 85 8 70 3 65 
 83 79 2 36 66 16 
 98 21 95 85 91 48 
 20 3 24 66 12 97 
 83 5 37 17 89 96 
 7 48 63 31 9 82 
 49 77 31 33 70 24 
 94 24 45 49 9 16 
 78 81 62 25 6 35 
 41 15 62 76 69 99 
 53 66 3 1 39 52 
 49 78 33 39 58 18 
 0 94 53 27 77 81 
 45 84 80 5 3 71 
 81 95 7 47 9 26 
 89 41 2 97 86 25 
 32 70 18 38 71 69 
 95 5 65 72 90 76 
 20 66 85 33 1 25 
 30 82 45 68 18 85 
 66 50 14 39 71 66 
 40 75 71 98 73 64 
