 50 
 0 45 94 15 26 55 39 9 57 66 93 
 77 81 27 41 15 29 97 58 9 71 87 
 67 65 57 53 79 84 31 59 28 28 65 
 60 47 44 12 42 14 21 51 43 60 51 
 36 93 18 32 41 37 
 45 0 72 37 52 42 7 42 61 54 65 
 82 89 44 7 40 24 68 18 36 87 82 
 22 44 83 13 92 71 17 14 38 54 46 
 24 73 10 56 57 33 46 11 39 19 51 
 66 77 63 38 39 70 
 94 72 0 78 76 38 70 98 47 28 15 
 49 55 69 79 79 92 17 85 91 68 31 
 66 30 80 60 64 16 85 68 66 76 28 
 92 78 63 98 61 92 76 82 51 56 46 
 80 9 103 61 53 86 
 15 37 78 0 16 40 30 21 42 50 77 
 63 68 12 36 2 31 81 54 16 60 72 
 58 49 50 42 67 69 30 51 12 19 49 
 58 39 33 22 29 19 10 46 27 48 36 
 30 77 28 16 25 33 
 26 52 76 16 0 40 45 34 33 48 79 
 51 55 9 52 14 48 83 69 31 45 63 
 70 51 33 54 53 64 46 64 15 2 50 
 74 22 46 23 17 35 6 62 27 59 30 
 13 74 27 18 25 17 
 55 42 38 40 40 0 37 60 23 12 38 
 41 49 32 48 41 57 43 59 53 52 39 
 47 11 55 34 54 31 51 45 28 41 10 
 66 49 32 60 30 54 39 54 13 34 15 
 48 38 66 23 15 54 
 39 7 70 30 45 37 0 37 55 49 63 
 76 83 36 10 33 23 67 25 31 80 77 
 28 40 75 14 85 67 16 20 30 47 42 
 31 65 6 50 49 29 39 18 32 21 45 
 58 73 56 31 32 62 
 9 42 98 21 34 60 37 0 64 71 95 
 84 89 34 36 22 22 99 53 6 80 93 
 64 68 66 51 88 90 26 56 33 36 69 
 54 56 43 20 50 8 29 46 48 59 58 
 45 98 25 38 46 46 
 57 61 47 42 33 23 55 64 0 22 54 
 21 28 30 65 42 70 59 79 59 28 30 
 71 32 34 56 30 32 65 68 31 32 30 
 86 31 51 57 16 62 36 73 22 57 10 
 34 43 60 27 22 39 
 66 54 28 50 48 12 49 71 22 0 33 
 33 41 41 60 51 70 37 70 65 48 27 
 57 13 56 45 47 18 64 56 38 48 10 
 77 52 44 70 34 66 48 66 23 44 18 
 53 26 75 34 25 59 
 93 65 15 77 79 38 63 95 54 33 0 
 61 67 71 72 79 87 4 75 89 78 45 
 54 28 89 52 76 29 80 58 66 79 28 
 82 85 57 99 66 89 78 73 52 46 50 
 85 24 104 62 54 91 
 77 82 49 63 51 41 76 84 21 33 61 
 0 7 50 86 62 91 64 100 79 19 19 
 89 47 36 75 14 32 87 87 52 49 44 
 106 39 72 74 34 83 55 94 43 76 30 
 47 41 77 48 44 51 
 81 89 55 68 55 49 83 89 28 41 67 
 7 0 56 93 67 97 71 107 85 17 24 
 97 54 36 83 9 38 93 95 58 54 51 
 114 41 79 78 39 88 60 101 50 83 37 
 49 46 80 54 50 53 
 27 44 69 12 9 32 36 34 30 41 71 
 50 56 0 44 11 43 75 61 29 48 60 
 61 42 39 45 55 58 40 55 6 11 42 
 66 29 36 28 17 32 7 54 19 50 25 
 22 68 33 8 16 27 
 41 7 79 36 52 48 10 36 65 60 72 
 86 93 44 0 39 17 75 18 32 90 87 
 28 50 84 20 95 78 10 21 38 54 53 
 22 73 16 52 58 28 45 10 42 27 55 
 65 84 59 40 42 69 
 15 40 79 2 14 41 33 22 42 51 79 
 62 67 11 39 0 34 83 57 17 58 72 
 61 51 47 45 66 69 32 54 12 16 51 
 61 37 36 20 28 21 7 49 28 51 36 
 27 78 26 17 26 30 
 29 24 92 31 48 57 23 22 70 70 87 
 91 97 43 17 34 0 90 31 20 91 96 
 45 62 81 36 98 88 7 38 39 50 64 
 32 71 30 41 59 15 41 24 48 43 61 
 61 95 47 42 47 63 
 97 68 17 81 83 43 67 99 59 37 4 
 64 71 75 75 83 90 0 77 93 82 48 
 56 32 93 55 79 32 83 60 71 83 33 
 84 89 60 103 71 92 82 76 56 49 54 
 90 26 108 66 58 96 
 58 18 85 54 69 59 25 53 79 70 75 
 100 107 61 18 57 31 77 0 49 106 98 
 21 59 101 25 110 86 26 16 56 72 62 
 7 91 27 70 75 44 63 7 57 28 69 
 83 91 76 56 57 87 
 9 36 91 16 31 53 31 6 59 65 89 
 79 85 29 32 17 20 93 49 0 76 88 
 59 62 64 46 84 84 22 51 28 33 62 
 51 53 37 21 46 5 25 41 41 53 52 
 43 92 27 32 40 44 
 71 87 68 60 45 52 80 80 28 48 78 
 19 17 48 90 58 91 82 106 76 0 39 
 99 60 19 83 9 51 88 95 52 43 57 
 112 26 78 66 31 80 51 99 49 85 37 
 36 60 67 49 48 38 
 87 82 31 72 63 39 77 93 30 27 45 
 19 24 60 87 72 96 48 98 88 39 0 
 84 40 56 73 33 16 90 83 60 62 37 
 105 57 72 87 46 90 66 93 47 71 35 
 62 22 91 55 48 67 
 67 22 66 58 70 47 28 64 71 57 54 
 89 97 61 28 61 45 56 21 59 99 84 
 0 43 98 16 101 70 39 7 55 72 47 
 28 89 24 78 70 56 65 23 50 13 61 
 83 73 84 54 51 88 
 65 44 30 49 51 11 40 68 32 13 28 
 47 54 42 50 51 62 32 59 62 60 40 
 43 0 66 33 60 27 56 43 38 52 3 
 66 60 34 70 40 62 50 54 23 31 25 
 59 33 76 34 26 65 
 57 83 80 50 33 55 75 66 34 56 89 
 36 36 39 84 47 81 93 101 64 19 56 
 98 66 0 82 29 64 79 93 45 30 63 
 106 10 75 49 27 68 39 93 48 85 40 
 20 74 49 44 46 21 
 53 13 60 42 54 34 14 51 56 45 52 
 75 83 45 20 45 36 55 25 46 83 73 
 16 33 82 0 87 61 29 11 38 56 36 
 32 73 9 63 54 43 49 21 34 7 46 
 67 65 70 37 35 72 
 79 92 64 67 53 54 85 88 30 47 76 
 14 9 55 95 66 98 79 110 84 9 33 
 101 60 29 87 0 47 94 98 58 51 57 
 116 35 82 74 38 87 58 104 53 88 40 
 45 55 76 55 52 48 
 84 71 16 69 64 31 67 90 32 18 29 
 32 38 58 78 69 88 32 86 84 51 16 
 70 27 64 61 47 0 82 71 56 64 25 
 94 63 61 87 48 85 65 82 42 58 33 
 66 10 91 52 43 72 
 31 17 85 30 46 51 16 26 65 64 80 
 87 93 40 10 32 7 83 26 22 88 90 
 39 56 79 29 94 82 0 31 36 49 58 
 29 69 22 44 56 18 40 19 43 36 56 
 60 89 50 38 43 63 
 59 14 68 51 64 45 20 56 68 56 58 
 87 95 55 21 54 38 60 16 51 95 83 
 7 43 93 11 98 71 31 0 49 66 46 
 23 84 18 71 66 48 59 16 46 12 58 
 77 74 77 48 47 82 
 28 38 66 12 15 28 30 33 31 38 66 
 52 58 6 38 12 39 71 56 28 52 60 
